session_id,session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
69,70,417,3742,231,3724,231,55,417,698,203,5,1
70,71,55,174,416,2,467,2,2,2,6,3,1
71,72,2,3,6,2,1005,2,2236,800,2236,416,1
72,73,416,193,2,467,2,6,2,3,6,2,1
73,74,3,4,10,10,4,3,6,3,4,4,1
74,75,21,10,6,27,4,10,4,4,9,3,1
75,76,30,6,10,21,27,33,30,115,9,9,1
76,77,4,115,24,4,33,6,4,9,4,115,1
77,78,6,24,9,193,416,416,193,2,6,3,1
78,79,3,6,2,2,2,6,2,3,62,54,1
79,80,2,6,3,54,62,86,54,62,143,54,1
80,81,143,62,2,2,2,88,2,575,134,3,1
81,82,3,134,202,124,55,3,55,4022,3878,202,1
82,83,124,55,3,128,192,3972,231,4001,231,665,1
83,84,221,221,55,55,575,134,3,134,3,124,1
84,85,202,55,3,55,336,5,192,344,55,55,1
85,86,5,698,470,294,203,3839,55,3915,367,3914,1
86,87,602,602,367,231,231,1139,801,350,801,350,1
87,88,569,569,193,2,6,3,2,2356,3,2356,1
88,89,2356,3,6,575,134,2,134,3,61,61,1
89,90,3773,553,41,61,19,38,13,19,13,38,1
90,91,134,31,14,3708,38,1,13,247,602,13,1
91,92,14,19,19,38,231,6,14,13,396,1,1
92,93,13,38,855,13,19,138,13,1,19,138,1
93,94,8,855,13,14,1,14,545,19,38,3,1
94,95,1,19,13,6,6,545,13,19,1,6,1
95,96,75,75,1,1,1,14,1,14,14,19,1
96,97,75,14,1,75,1,14,14,14,1,14,1
97,98,1,14,14,1,14,14,1,14,1,14,1
98,99,75,14,1,14,1,14,14,13,14,6,1
99,100,55,3,55,55,202,124,417,470,106,5,1
100,101,106,3352,246,172,55,3664,258,3858,569,258,1
101,102,569,174,174,43,2,6,3,86,62,143,1
102,103,2,54,54,86,54,54,54,6,3,2,1
103,104,2,2,2362,2,2,3,575,134,3,134,1
104,105,134,134,202,124,55,3,55,124,202,55,1
105,106,192,128,55,3997,231,3883,2467,231,569,1612,1
106,107,2,6,3,2,6,3,148,148,18,6,1
107,108,148,17,5,45,5,3,148,3,6,1180,1
108,109,148,148,3,148,148,148,148,10,148,10,1
109,110,148,148,148,148,148,148,148,148,148,148,1
110,111,148,148,10,148,148,148,148,148,148,148,1
111,112,148,148,148,148,148,13,38,19,148,148,1
112,113,148,148,148,148,148,148,148,148,148,148,1
113,114,148,148,148,148,148,148,148,148,148,148,1
114,115,148,148,148,148,148,148,148,148,148,148,1
115,116,148,148,148,148,148,148,148,148,148,148,1
116,117,148,148,148,148,148,148,148,148,148,148,1
117,118,148,148,148,148,148,247,148,148,148,148,1
118,119,148,148,148,148,148,148,148,148,148,148,1
119,120,148,148,148,148,148,2,6,3,238,6,1
120,121,88,238,2,3,38,13,19,3,6,88,1
121,122,238,38,19,13,238,428,359,359,428,74,1
122,123,1155,922,1289,3815,1289,1362,238,428,359,504,1
123,124,1289,761,1155,359,428,3809,74,1484,74,74,1
124,125,74,74,74,359,74,74,74,74,74,74,1
125,126,74,2789,359,922,504,922,74,74,74,359,1
126,127,1362,2789,504,74,74,736,585,869,2038,74,1
127,128,74,1362,74,74,74,428,359,1990,428,359,1
128,129,375,45,18,17,375,5,375,5,3810,375,1
129,130,2026,2026,359,74,1990,359,74,74,74,74,1
130,131,74,74,74,74,74,74,74,74,74,74,1
131,132,74,74,74,74,74,74,74,238,74,74,1
132,133,74,74,74,74,74,74,74,74,74,74,1
133,134,74,74,74,74,74,74,74,74,74,74,1
134,135,74,74,74,74,238,1613,31,6,6,22,1
135,136,5,459,1613,17,18,45,31,6,1613,130,1
136,137,658,5,22,1613,45,6,53,6,5,1613,1
137,138,20,20,10,20,20,10,2,6,3,2,1
138,139,2699,2699,6,3,238,2,53,238,238,45,1
139,140,1418,1382,230,2241,1418,22,1382,230,1382,1418,1
140,141,6,10,5,18,1382,1151,1418,17,5,1151,1
141,142,6,20,13,19,1418,1151,1418,238,238,88,1
142,143,3,238,1362,238,13,238,244,747,1442,747,1
143,144,45,17,18,797,6,6,747,1398,6,336,1
144,145,344,698,5,2730,5,538,172,424,631,1204,1
145,146,172,294,10,631,172,10,3822,172,747,20,1
146,147,20,174,20,88,3,13,238,238,925,726,1
147,148,3789,418,418,779,1988,418,17,18,203,22,1
148,149,418,2150,1988,5,1634,418,20,6,2,3,1
149,150,2,518,6,1337,518,6,17,2750,18,1337,1
150,151,518,1337,1337,518,1337,1967,170,2118,860,518,1
151,152,1028,462,170,1337,5,1337,170,192,518,518,1
152,153,518,518,396,518,518,518,396,518,210,17,1
153,154,518,5,210,18,518,518,518,518,518,518,1
154,155,518,518,518,518,518,518,518,2,2,1089,1
155,156,1089,31,3,1089,5,22,1089,210,4677,31,1
156,157,1089,210,6,951,210,210,397,951,210,210,1
157,158,20,20,10,10,1089,210,210,397,951,756,1
158,159,210,238,2,2,4638,5,331,18,17,2724,1
159,160,106,22,6,5,2,230,3535,4632,106,2724,1
160,161,2771,2729,2771,2729,5,6,5,4676,10,10,1
161,162,331,13,38,19,20,20,397,2,210,1089,1
162,163,5,1089,210,6,20,1089,2791,210,186,379,1
163,164,389,951,514,379,613,210,605,5,397,186,1
164,165,389,22,6,31,389,514,210,186,20,657,1
165,166,186,10,6,389,20,605,379,5,389,613,1
166,167,514,379,4656,6,657,379,379,605,5,186,1
167,168,379,417,613,186,20,4653,514,613,6,379,1
168,169,2137,186,5,379,379,514,186,657,389,379,1
169,170,6,18,20,17,20,5,2725,2725,459,210,1
170,171,186,5,379,20,379,613,514,17,6,756,1
171,172,951,18,210,397,2357,5,6,210,2357,397,1
172,173,210,20,613,5,20,514,17,6,657,18,1
173,174,5,20,2,186,238,397,186,2,3,238,1
174,175,3,238,1441,2748,2396,1349,4636,3582,1149,17,1
175,176,130,87,18,1441,1149,73,53,2396,130,5,1
176,177,6,10,31,87,73,1469,1149,22,20,3827,1
177,178,1149,2,87,62,54,143,2,86,54,86,1
178,179,62,54,54,54,3,88,13,238,238,53,1
179,180,238,2,3,2,1014,102,173,102,173,2784,1
180,181,2518,1014,73,3342,45,102,251,1014,146,912,1
181,182,31,2,174,174,102,146,102,1014,1014,173,1
182,183,1014,173,173,73,1014,173,2518,2518,73,2784,1
183,184,3,88,238,13,2,3,2,1610,3917,3,1
184,185,403,1610,935,1610,532,935,400,400,400,400,1
185,186,3799,2,1610,3619,3628,3,400,400,400,400,1
186,187,400,400,400,1610,400,400,2,6,3,2,1
187,188,320,102,6,3,73,84,102,320,3801,2083,1
188,189,146,2083,749,630,320,2759,320,73,2083,320,1
189,190,1122,320,84,31,2759,146,102,320,22,5,1
190,191,84,320,17,18,6,53,6,125,22,10,1
191,192,20,320,10,3832,320,320,1469,73,2083,2005,1
192,193,20,320,1122,22,2005,5,125,53,18,17,1
193,194,6,238,320,20,320,73,1472,73,1472,1122,1
194,195,1472,22,18,5,6,17,53,125,5,320,1
195,196,20,2148,320,73,1122,320,22,53,17,18,1
196,197,6,125,5,20,320,1708,73,1708,320,22,1
197,198,17,6,5,18,320,2015,320,2015,73,320,1
198,199,20,1122,2015,22,6,5,53,18,17,22,1
199,200,320,73,320,20,2770,1122,375,2770,17,6,1
200,201,5,18,53,320,2164,2164,73,320,20,2164,1
201,202,5,18,17,53,5,6,2749,3336,3314,2749,1
202,203,31,3315,3311,3306,84,3313,3335,20,2,642,1
203,204,2,733,1120,417,18,17,5,212,476,642,1
204,205,476,733,17,476,18,642,733,1120,417,1630,1
205,206,733,642,733,733,642,733,642,17,733,18,1
206,207,417,1120,1570,87,642,642,87,17,1120,18,1
207,208,733,403,733,733,642,403,733,17,1120,18,1
208,209,642,642,1120,18,733,403,17,403,642,642,1
209,210,2,18,733,2,17,1120,642,642,642,1120,1
210,211,17,733,18,642,320,1710,320,2302,1122,73,1
211,212,320,1710,802,173,1710,375,17,6,5,18,1
212,213,53,125,20,320,320,1970,73,1970,1970,18,1
213,214,53,6,125,17,5,3,88,238,13,20,1
214,215,642,642,1120,18,17,733,642,320,2764,320,1
215,216,73,87,2764,125,5,53,18,6,17,20,1
216,217,87,320,2005,320,73,2005,125,53,5,45,1
217,218,18,6,17,320,1461,320,1461,73,87,1461,1
218,219,5,53,18,6,17,320,87,20,2174,320,1
219,220,375,73,2302,802,2174,320,2174,375,125,53,1
220,221,6,17,5,18,320,73,20,320,2804,2708,1
221,222,375,2708,2804,6,17,5,53,125,18,20,1
222,223,5,320,320,2330,2330,1469,73,320,1675,320,1
223,224,2330,6,17,18,53,125,5,320,20,320,1
224,225,3723,320,73,1469,18,5,6,17,320,4014,1
225,226,20,238,61,61,1305,704,2803,61,553,41,1
226,227,61,226,226,226,354,354,509,193,226,226,1
227,228,226,101,226,226,40,226,226,226,226,226,1
228,229,101,226,40,1269,226,179,40,40,61,43,1
229,230,81,43,43,575,134,3,134,3,31,3584,1
230,231,55,3,55,202,124,106,3346,246,523,55,1
231,232,55,294,336,55,698,417,203,294,2118,55,1
232,233,3991,3863,746,554,554,746,231,398,551,174,1
233,234,174,43,193,93,93,93,575,134,93,31,1
234,235,134,3,134,3,134,202,124,651,134,396,1
235,236,3994,55,3,55,55,55,202,124,106,43,1
236,237,93,93,134,202,124,396,651,651,3653,1267,1
237,238,1267,55,55,55,417,611,344,128,203,174,1
238,239,602,3711,3926,174,2075,602,55,202,55,2075,1
239,240,124,192,5,1404,3752,3956,1404,1338,231,1338,1
240,241,231,367,1017,367,1474,1474,1484,221,2738,2738,1
241,242,55,55,202,124,417,55,470,55,294,476,1
242,243,1722,476,5,698,336,3659,4033,55,124,202,1
243,244,55,55,417,55,3989,258,3748,746,258,350,1
244,245,211,915,55,55,55,55,3854,606,3987,231,1
245,246,606,231,602,602,55,202,55,124,3925,3894,1
246,247,611,746,611,609,2056,609,55,55,55,55,1
247,248,55,55,202,124,55,3658,4035,746,1338,1338,1
248,249,231,609,231,609,697,697,55,202,55,124,1
249,250,3976,3971,55,55,202,124,4015,3754,134,55,1
250,251,124,202,651,396,124,202,134,651,396,3828,1
251,252,620,620,55,55,134,55,134,651,396,4016,1
252,253,258,258,4661,3,134,575,31,3,134,651,1
253,254,651,134,396,134,3977,2441,611,2441,611,55,1
254,255,3,55,55,55,106,819,1370,1011,294,106,1
255,256,698,912,294,246,3751,3870,398,551,398,2323,1
256,257,398,1217,2099,1017,1017,915,915,609,609,43,1
257,258,93,2,3,6,2,59,31,59,136,59,1
258,259,59,6,2,3,2,2,2,395,282,2,1
259,260,3365,2732,395,282,230,230,596,395,954,22,1
260,261,1247,705,45,953,22,6,705,954,18,17,1
261,262,1247,716,705,954,702,705,716,20,10,5,1
262,263,6,20,395,10,2,2,848,848,474,474,1
263,264,474,474,199,1238,2,2,2,2,62,54,1
264,265,143,86,54,62,54,55,134,134,55,55,1
265,266,55,55,417,55,192,344,5,3749,3932,2,1
266,267,62,54,54,86,54,62,336,2,2,2,1
267,268,59,59,59,2,2,1277,439,31,2048,439,1
268,269,1636,1636,871,128,212,3969,203,1636,212,2736,1
269,270,1636,5,2486,2486,1636,212,203,2486,871,212,1
270,271,2736,128,5,216,439,2,1277,439,2672,3,1
271,272,3,5,2,2,59,2,59,59,2,59,1
272,273,59,2,59,59,2,2,2786,2,55,134,1
273,274,134,55,55,55,417,476,203,174,174,55,1
274,275,134,124,202,134,651,396,3731,55,55,417,1
275,276,128,55,134,202,124,476,651,396,4052,93,1
276,277,10,4,214,3,4,10,4,6,3,3,1
277,278,4,3,21,27,6,10,27,4,21,6,1
278,279,30,3,9,9,30,6,6,4,4,33,1
279,280,4,4,9,6,24,4,9,9,6,33,1
280,281,6,24,2,2,6,9,2,2,2,62,1
281,282,54,54,2,86,86,62,9,9,4,4,1
282,283,9,4,4,9,4,4,9,4,4,4,1
283,284,9,4,9,4,4,9,4,134,134,4,1
284,285,55,55,202,124,3833,251,3721,4004,4,9,1
285,286,4,60,60,266,575,134,3,134,134,3,1
286,287,31,202,124,134,134,3738,665,350,350,396,1
287,288,55,55,3,55,55,55,698,4031,55,55,1
288,289,202,124,106,1011,819,3879,3747,697,1486,221,1
289,290,350,221,106,43,55,202,124,192,294,912,1
290,291,3682,915,258,3899,258,2697,569,2697,569,611,1
291,292,2192,2192,55,134,134,134,134,396,4041,231,1
292,293,231,211,211,396,55,55,3710,3895,554,554,1
293,294,620,620,55,55,336,55,3949,3702,1140,1140,1
294,295,551,398,211,398,211,55,5,3973,3746,1612,1
295,296,1612,258,1267,202,55,124,4049,865,865,2283,1
296,297,4053,367,367,609,55,55,124,202,55,55,1
297,298,3873,3943,55,55,124,202,5,128,4044,3958,1
298,299,2398,853,886,537,886,134,55,3955,134,3935,1
299,300,915,844,396,396,55,3984,55,3934,55,4005,1
300,301,4020,367,367,231,211,211,258,221,873,231,1
301,302,221,554,554,193,2,6,3,4,3,4,1
302,303,4,10,2,6,21,2,2,27,3,10,1
303,304,21,4,30,6,9,3,27,6,9,4,1
304,305,33,6,4,9,33,10,4,31,575,202,1
305,306,3,134,124,6,6,9,4,55,3,55,1
306,307,3,55,106,172,819,1011,55,3924,665,665,1
307,308,172,55,55,3,55,2756,203,55,3900,3691,1
308,309,231,43,221,231,221,1638,174,55,55,174,1
309,310,55,4,9,6,6,4,4,9,4,30,1
310,311,4,4,30,123,123,77,30,30,30,123,1
311,312,77,4,4,4,4,4,4,4,43,2,1
312,313,6,3,2384,2,2,2125,3,6,2,3,1
313,314,134,575,134,3,31,134,134,3911,396,3,1
314,315,55,124,197,55,202,106,246,192,4047,873,1
315,316,55,3,55,294,336,2756,4034,3910,231,620,1
316,317,221,231,55,1140,1140,2,2,62,143,86,1
317,318,2,54,2,86,143,54,777,2,2,134,1
318,319,3,134,4036,396,124,55,197,55,3959,3753,1
319,320,611,611,221,2322,2322,350,350,1027,55,3978,1
320,321,4051,419,569,865,569,231,865,231,55,55,1
321,322,2,54,62,2,62,86,2,55,2,86,1
322,323,54,62,2,62,86,43,2,3,6,4,1
323,324,2,10,2,6,2,21,27,2,3,9,1
324,325,10,3,21,4,6,30,27,9,30,9,1
325,326,4,33,10,33,4,9,6,134,575,3,1
326,327,134,621,31,3,202,197,4,124,124,3,1
327,328,55,55,202,124,197,106,193,192,819,1011,1
328,329,347,2462,106,3990,1217,1692,55,3920,1163,231,1
329,330,211,43,2,9,2,2,2,36,3,157,1
330,331,36,92,3,36,3,128,5,172,105,10,1
331,332,10,105,9,2,9,9,9,9,4,3,1
332,333,30,4,33,2,3,30,33,4,9,9,1
333,334,6,4,6,4,9,9,4,4,4,4,1
334,335,9,4,4,4,4,9,4,4,9,134,1
335,336,202,197,124,55,197,124,202,55,344,5,1
336,337,3701,3712,419,367,419,367,620,620,609,609,1
337,338,4,55,55,55,124,197,202,55,3882,746,1
338,339,9,823,823,609,609,4,4,4,4,9,1
339,340,55,197,55,124,202,294,1471,55,5,55,1
340,341,211,4019,3993,258,258,211,55,251,203,3654,1
341,342,912,247,3745,602,801,801,211,211,55,602,1
342,343,844,174,844,990,990,4,55,336,4039,124,1
343,344,197,202,55,4026,4030,3904,746,258,551,398,1
344,345,367,202,55,124,197,55,3864,55,192,55,1
345,346,55,3690,55,3942,3656,4,1638,1638,231,865,1
346,347,865,174,367,367,134,55,211,55,5,2390,1
347,348,2692,2082,3716,211,211,1310,3905,55,55,202,1
348,349,197,124,3675,4048,1017,55,202,124,197,3867,1
349,350,873,990,3893,990,2398,1310,873,258,801,801,1
350,351,258,990,990,4,55,3896,3886,4,4,80,1
351,352,52,67,15,72,15,1048,1048,114,2673,114,1
352,353,564,39,114,114,114,114,39,37,23,535,1
353,354,85,52,37,23,37,23,23,23,37,23,1
354,355,37,23,37,23,15,72,2,139,112,15,1
355,356,6,3,2,167,183,315,164,81,161,167,1
356,357,183,164,167,161,2,6,3,4,10,2,1
357,358,6,21,2,2,2,27,3,27,6,4,1
358,359,10,21,9,4,3,30,9,4,33,4,1
359,360,10,33,9,4,6,43,60,60,60,60,1
360,361,69,69,163,80,67,67,582,112,2,139,1
361,362,15,72,15,2,467,15,39,39,2,2,1
362,363,37,23,23,6,3,2,85,52,3,67,1
363,364,67,2,293,544,293,293,478,1731,544,293,1
364,365,3,2,3,3,2,62,54,2,62,54,1
365,366,86,143,86,1831,2,1831,1831,1831,2,5,1
366,367,390,118,90,108,5,90,108,18,108,118,1
367,368,22,73,45,102,5,17,15,90,118,298,1
368,369,403,5,107,20,54,62,62,86,2,53,1
369,370,2325,703,53,22,17,5,130,22,45,53,1
370,371,18,6,80,3,130,15,3,31,6,10,1
371,372,53,203,53,53,53,53,53,22,2,1465,1
372,373,1465,2,23,37,23,254,23,37,23,2,1
373,374,15,72,15,15,15,15,2,21,27,10,1
374,375,3,30,6,9,33,9,9,23,37,9,1
375,376,9,9,23,37,23,9,15,72,4,6,1
376,377,9,9,37,23,9,6,9,9,37,23,1
377,378,6,9,4,60,60,60,60,39,67,80,1
378,379,575,134,3,134,621,3,31,621,124,197,1
379,380,202,590,52,31,755,5,134,3679,306,55,1
380,381,3,55,396,202,197,55,336,55,755,192,1
381,382,294,124,67,5,3855,3913,211,211,221,551,1
382,383,398,55,55,819,523,106,136,2694,55,112,1
383,384,203,1011,261,247,251,128,3933,55,55,3947,1
384,385,3670,1139,1139,55,55,55,87,197,124,202,1
385,386,347,55,3940,3713,606,2751,2751,221,221,2734,1
386,387,221,2734,87,55,128,344,755,3992,3939,823,1
387,388,823,367,367,367,801,602,231,231,37,23,1
388,389,23,23,85,52,37,23,23,15,2,72,1
389,390,15,573,6,9,3,2,39,37,23,23,1
390,391,23,37,23,23,37,23,37,23,72,15,1
391,392,15,15,15,15,3,30,10,33,6,51,1
392,393,9,24,6,9,6,9,37,23,9,9,1
393,394,9,4,422,4,10,21,4,27,10,21,1
394,395,27,4,30,4,3,4,30,51,4,3,1
395,396,4,51,9,6,4,51,9,4,6,33,1
396,397,4,4,24,10,9,9,33,43,24,4,1
397,398,6,51,51,24,1145,1145,56,1145,177,56,1
398,399,304,32,32,32,32,32,12,4,12,587,1
399,400,68,68,854,12,68,110,110,9,6,4645,1
400,401,68,587,12,12,854,265,456,456,421,421,1
401,402,6,4,9,24,51,4,9,1009,24,24,1
402,403,4,9,51,24,9,9,24,81,164,164,1
403,404,183,167,161,183,315,167,164,183,41,164,1
404,405,167,5,5,161,183,164,9,2,2,3,1
405,406,9,9,9,3,38,2,2,13,38,78,1
406,407,38,38,78,19,6,78,38,38,193,19,1
407,408,6,19,6,9,3,19,13,13,78,19,1
408,409,78,78,19,19,19,19,19,19,24,24,1
409,410,4,38,15,3,13,38,6,15,19,19,1
410,411,38,38,19,172,172,172,172,9,6,9,1
411,412,9,9,9,4,9,9,2,9,4,2,1
412,413,9,2,1459,54,1459,54,54,54,143,86,1
413,414,86,54,1459,54,1459,9,9,4,9,9,1
414,415,4,9,6,24,4,9,5,183,161,5,1
415,416,41,2,3,6,9,9,4,6,9,2,1
416,417,3,4,2,30,4,10,30,4,33,4,1
417,418,9,10,9,33,4,6,6,4,60,60,1
418,419,51,24,4,60,60,4,51,4,9,51,1
419,420,4,39,6,51,24,24,33,24,9,4,1
420,421,60,60,60,60,39,80,67,112,139,15,1
421,422,72,15,37,23,23,15,15,2,949,107,1
422,423,41,184,52,41,306,41,82,41,184,85,1
423,424,82,575,31,3,621,134,197,134,3,202,1
424,425,124,621,134,52,71,3663,306,396,55,3,1
425,426,55,55,55,197,124,106,261,112,523,172,1
426,427,55,3985,3919,1217,367,1692,256,367,165,256,1
427,428,44,3954,256,99,367,44,44,44,159,256,1
428,429,1017,147,187,95,1017,97,609,3,9,6,1
429,430,2,609,112,710,85,15,15,52,3,30,1
430,431,10,33,6,9,9,37,23,23,9,9,1
431,432,9,37,23,23,9,55,306,134,55,55,1
432,433,139,112,55,124,197,3902,3739,221,258,398,1
433,434,551,350,6,15,72,2,22,528,567,3553,1
434,435,528,22,567,6,528,2737,724,107,17,5,1
435,436,18,5,567,136,2737,20,45,4,9,6,1
436,437,10,2,1191,6,15,1191,5,1191,5,3788,1
437,438,1191,2768,2777,2777,294,1191,3637,455,172,2364,1
438,439,172,2364,172,1191,1191,1191,31,2814,3407,2726,1
439,440,2,1820,1627,618,3319,2726,2476,1627,2814,3614,1
440,441,1820,3538,1820,3,5,1627,1820,15,1627,2476,1
441,442,2791,186,514,186,389,379,605,770,389,186,1
442,443,605,5,22,389,770,2405,186,514,892,613,1
443,444,31,657,389,770,5,379,997,172,185,186,1
444,445,389,186,605,45,379,5,2476,613,186,2405,1
445,446,186,657,17,18,514,657,379,892,186,22,1
446,447,5,172,3823,172,997,246,770,2,31,537,1
447,448,537,537,20,1027,186,1027,185,22,186,185,1
448,449,10,6,186,185,186,185,185,186,185,1627,1
449,450,20,9,55,124,197,55,3952,398,350,3726,1
450,451,551,1139,258,823,258,602,55,106,124,197,1
451,452,2013,106,3857,3995,221,221,2026,710,112,55,1
452,453,55,197,124,55,55,124,197,3931,367,3733,1
453,454,55,124,197,55,55,55,124,55,197,965,1
454,455,55,3696,3685,350,1163,611,554,1163,2,23,1
455,456,37,23,23,2,31,204,1260,1446,1260,1248,1
456,457,1248,1446,1260,1248,1446,522,1248,204,1260,1248,1
457,458,204,55,9,2,55,55,197,124,3703,4054,1
458,459,231,551,398,231,990,602,554,602,15,10,1
459,460,4,21,9,55,197,124,55,3686,3970,665,1
460,461,665,4,60,60,60,80,60,15,72,15,1
461,462,15,15,354,39,21,27,30,3,10,33,1
462,463,23,37,51,6,39,24,254,9,139,112,1
463,464,9,9,6,9,23,37,9,9,4,9,1
464,465,37,23,23,9,4,60,60,80,67,60,1
465,466,60,139,15,72,112,15,37,23,23,23,1
466,467,15,15,15,15,39,15,39,2,3,30,1
467,468,10,33,9,6,85,52,31,1260,204,1446,1
468,469,1248,1446,522,204,1248,1446,1260,15,3,204,1
469,470,1260,10,9,9,9,51,24,6,9,9,1
470,471,3,9,3,88,9,2,9,17,396,9,1
471,472,396,5,6,40,4,9,9,2,9,9,1
472,473,9,9,9,9,9,6,9,4,11,11,1
473,474,2,7,10,21,30,33,632,3,15,9,1
474,475,39,77,38,152,19,13,1,78,6,9,1
475,476,9,9,17,5,5,5,17,5,5,5,1
476,477,9,10,17,17,5,17,5,17,2692,17,1
477,478,5,17,5,6,9,2,3,10,9,9,1
478,479,4,9,9,9,9,9,9,9,9,9,1
479,480,9,9,9,9,4,9,9,9,9,9,1
480,481,9,9,9,2,9,4,9,39,39,88,1
481,482,213,9,6,3,2,39,9,9,3,30,1
482,483,9,10,33,6,24,6,9,9,9,9,1
483,484,9,6,9,4,9,9,9,9,9,9,1
484,485,6,4,9,5,17,22,53,3,213,2,1
485,486,6,9,2,6,10,207,502,77,3,9,1
486,487,9,9,60,60,60,60,39,39,80,67,1
487,488,15,72,15,15,15,3,30,10,9,33,1
488,489,23,37,51,6,24,85,52,9,9,9,1
489,490,23,37,23,9,9,9,37,23,4,9,1
490,491,9,9,9,23,37,23,9,9,9,4,1
491,492,37,23,9,4,134,575,134,3,621,31,1
492,493,3,134,202,197,124,134,193,621,621,134,1
493,494,134,396,3732,258,258,221,221,886,886,55,1
494,495,3,55,55,55,106,202,124,197,106,172,1
495,496,819,2341,1011,631,1204,631,3979,172,174,367,1
496,497,367,4028,211,853,853,367,367,55,124,197,1
497,498,55,202,106,3473,128,172,347,174,172,4029,1
498,499,2192,231,231,231,4023,1027,1027,896,823,823,1
499,500,55,55,197,124,202,55,55,3941,211,1009,1
500,501,43,2,2,6,3,43,6,3,2,2406,1
501,502,2406,2406,396,60,60,60,60,80,67,67,1
502,503,15,72,582,575,134,31,3,621,202,134,1
503,504,3,124,197,621,52,336,192,52,3962,2022,1
504,505,211,710,112,306,266,15,396,139,112,15,1
505,506,3,55,67,55,55,55,197,124,55,15,1
506,507,347,261,5,3897,3998,602,258,174,1407,23,1
507,508,37,23,535,39,85,52,37,23,23,39,1
